13,164,9.0
13,165,7.0
13,206,10.0
13,215,5.0
13,80,7.0
13,216,10.0
14,142,10.0
14,217,1.0
14,218,10.0
14,2,10.0
14,153,10.0
14,168,10.0
14,183,5.0
14,34,10.0
14,128,10.0
14,219,7.0
14,148,8.0
14,39,8.0
14,33,9.0
14,220,1.0
14,102,8.0
14,221,1.0
14,222,9.0
14,164,9.0
14,165,6.0
14,137,10.0
14,99,8.0
14,223,8.0
14,100,8.0
14,104,9.0
14,224,8.0
14,61,9.0
14,173,1.0
14,143,10.0
14,22,3.0
14,177,10.0
14,225,8.0
14,226,1.0
15,194,7.0
15,143,9.0
15,227,8.0
15,228,1.0
15,150,3.0
15,229,7.0
15,230,8.0
15,64,9.0
15,141,6.0
15,231,10.0
15,232,10.0
15,233,3.0
15,79,5.0
15,225,8.0
15,234,6.0
15,235,7.0
15,196,10.0
15,63,10.0
15,66,2.0
15,236,1.0
15,80,9.0
15,174,10.0
15,237,6.0
15,238,7.0
15,239,8.0
15,240,4.0
15,241,3.0
15,242,10.0
15,243,1.0
15,30,1.0
15,244,3.0
